"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"38","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","40","AbstractNaming: Abstract classes should be named AbstractXXX","Code Style","AbstractNaming"
"39","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","42","CommentRequired: Field comments are required","Documentation","CommentRequired"
"40","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","42","CommentRequired: Field comments are required","Documentation","CommentRequired"
"41","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","42","LongVariable: Avoid excessively long variable names like NO_UPDATABLES_OR_HANDLERS","Code Style","LongVariable"
"42","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","42","LongVariable: Avoid excessively long variable names like NO_UPDATABLES_OR_HANDLERS","Code Style","LongVariable"
"43","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","44","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"44","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","44","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"45","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"46","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"47","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","46","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"48","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","46","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"49","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","46","CommentRequired: Field comments are required","Documentation","CommentRequired"
"50","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","46","CommentRequired: Field comments are required","Documentation","CommentRequired"
"51","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"52","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"53","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the shortestUpdateWindowMillis field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"54","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the shortestUpdateWindowMillis field if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"55","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","CommentRequired: Field comments are required","Documentation","CommentRequired"
"56","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","CommentRequired: Field comments are required","Documentation","CommentRequired"
"57","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"58","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"59","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","LongVariable: Avoid excessively long variable names like shortestUpdateWindowMillis","Code Style","LongVariable"
"60","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","47","LongVariable: Avoid excessively long variable names like shortestUpdateWindowMillis","Code Style","LongVariable"
"61","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"62","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"63","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","CommentRequired: Field comments are required","Documentation","CommentRequired"
"64","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","CommentRequired: Field comments are required","Documentation","CommentRequired"
"65","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","LongVariable: Avoid excessively long variable names like updatablesAndHandlers","Code Style","LongVariable"
"66","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","50","LongVariable: Avoid excessively long variable names like updatablesAndHandlers","Code Style","LongVariable"
"67","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","51","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"68","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","51","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"69","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","51","CommentRequired: Field comments are required","Documentation","CommentRequired"
"70","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","51","CommentRequired: Field comments are required","Documentation","CommentRequired"
"71","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"72","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"73","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","CommentRequired: Field comments are required","Documentation","CommentRequired"
"74","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","CommentRequired: Field comments are required","Documentation","CommentRequired"
"75","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","LongVariable: Avoid excessively long variable names like lastUpdateTimestamp","Code Style","LongVariable"
"76","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","52","LongVariable: Avoid excessively long variable names like lastUpdateTimestamp","Code Style","LongVariable"
"77","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"78","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","BeanMembersShouldSerialize: Found non-transient, non-static member. Please mark as transient or provide accessors.","Error Prone","BeanMembersShouldSerialize"
"79","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","CommentRequired: Field comments are required","Documentation","CommentRequired"
"80","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","CommentRequired: Field comments are required","Documentation","CommentRequired"
"81","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","RedundantFieldInitializer: Avoid using redundant field initializer for 'pendingUpdate'","Performance","RedundantFieldInitializer"
"82","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","53","RedundantFieldInitializer: Avoid using redundant field initializer for 'pendingUpdate'","Performance","RedundantFieldInitializer"
"83","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","55","CommentRequired: Protected method constructor comments are required","Documentation","CommentRequired"
"84","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","55","CommentRequired: Protected method constructor comments are required","Documentation","CommentRequired"
"85","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","59","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the BaseObservable constructor if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"86","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","59","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the BaseObservable constructor if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"87","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","59","LongVariable: Avoid excessively long variable names like shortestUpdateWindowMillis","Code Style","LongVariable"
"88","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","59","LongVariable: Avoid excessively long variable names like shortestUpdateWindowMillis","Code Style","LongVariable"
"89","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","71","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'activateNow' (lines '71'-'78').","Error Prone","DataflowAnomalyAnalysis"
"90","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","71","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'activateNow' (lines '71'-'78').","Error Prone","DataflowAnomalyAnalysis"
"91","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","74","AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements","Error Prone","AvoidLiteralsInIfCondition"
"92","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","74","AvoidLiteralsInIfCondition: Avoid using Literals in Conditional Statements","Error Prone","AvoidLiteralsInIfCondition"
"93","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","80","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"94","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","80","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"95","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","96","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"96","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","96","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"97","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","110","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"98","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","110","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"99","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","116","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'indexToAdd' (lines '116'-'122').","Error Prone","DataflowAnomalyAnalysis"
"100","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","116","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'indexToAdd' (lines '116'-'122').","Error Prone","DataflowAnomalyAnalysis"
"101","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","116","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'indexToAdd' (lines '116'-'133').","Error Prone","DataflowAnomalyAnalysis"
"102","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","116","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'indexToAdd' (lines '116'-'133').","Error Prone","DataflowAnomalyAnalysis"
"103","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","118","CompareObjectsWithEquals: Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"104","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","118","CompareObjectsWithEquals: Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"105","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","122","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'indexToAdd' (lines '122'-'122').","Error Prone","DataflowAnomalyAnalysis"
"106","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","122","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'indexToAdd' (lines '122'-'122').","Error Prone","DataflowAnomalyAnalysis"
"107","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","122","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'indexToAdd' (lines '122'-'133').","Error Prone","DataflowAnomalyAnalysis"
"108","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","122","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'indexToAdd' (lines '122'-'133').","Error Prone","DataflowAnomalyAnalysis"
"109","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","137","CompareObjectsWithEquals: Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"110","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","137","CompareObjectsWithEquals: Use equals() to compare object references.","Error Prone","CompareObjectsWithEquals"
"111","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","138","LocalVariableCouldBeFinal: Local variable 'handler' could be declared final","Code Style","LocalVariableCouldBeFinal"
"112","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","138","LocalVariableCouldBeFinal: Local variable 'handler' could be declared final","Code Style","LocalVariableCouldBeFinal"
"113","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","139","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"114","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","139","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"115","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","140","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"116","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","140","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"117","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","141","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"118","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","141","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"119","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","149","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the sendUpdate method if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"120","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","149","CommentDefaultAccessModifier: To avoid mistakes add a comment at the beginning of the sendUpdate method if you want a default access modifier","Code Style","CommentDefaultAccessModifier"
"121","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","149","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"122","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","149","DefaultPackage: Use explicit scoping instead of the default package private level","Code Style","DefaultPackage"
"123","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","152","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"124","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","152","OnlyOneReturn: A method should have only one exit point, and that should be the last statement in the method","Code Style","OnlyOneReturn"
"125","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","155","LongVariable: Avoid excessively long variable names like elapsedRealtimeMillis","Code Style","LongVariable"
"126","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","155","LongVariable: Avoid excessively long variable names like elapsedRealtimeMillis","Code Style","LongVariable"
"127","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","156","LongVariable: Avoid excessively long variable names like timeFromLastUpdate","Code Style","LongVariable"
"128","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","156","LongVariable: Avoid excessively long variable names like timeFromLastUpdate","Code Style","LongVariable"
"129","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","4","158","UnnecessaryFullyQualifiedName: Unnecessary use of fully qualified name 'WorkerHandler.MSG_UPDATE' due to existing static import 'com.google.android.agera.WorkerHandler.MSG_UPDATE'","Code Style","UnnecessaryFullyQualifiedName"
"130","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","4","158","UnnecessaryFullyQualifiedName: Unnecessary use of fully qualified name 'WorkerHandler.MSG_UPDATE' due to existing static import 'com.google.android.agera.WorkerHandler.MSG_UPDATE'","Code Style","UnnecessaryFullyQualifiedName"
"131","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","167","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'handler' (lines '167'-'167').","Error Prone","DataflowAnomalyAnalysis"
"132","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","167","DataflowAnomalyAnalysis: Found 'DD'-anomaly for variable 'handler' (lines '167'-'167').","Error Prone","DataflowAnomalyAnalysis"
"133","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","167","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'handler' (lines '167'-'174').","Error Prone","DataflowAnomalyAnalysis"
"134","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","5","167","DataflowAnomalyAnalysis: Found 'DU'-anomaly for variable 'handler' (lines '167'-'174').","Error Prone","DataflowAnomalyAnalysis"
"135","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","170","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"136","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","170","LawOfDemeter: Potential violation of Law of Demeter (object not created locally)","Design","LawOfDemeter"
"137","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","177","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"138","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","177","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"139","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","178","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"140","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","178","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"141","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","1","180","EmptyMethodInAbstractClassShouldBeAbstract: An empty method in an abstract class should be abstract instead","Code Style","EmptyMethodInAbstractClassShouldBeAbstract"
"142","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","1","180","EmptyMethodInAbstractClassShouldBeAbstract: An empty method in an abstract class should be abstract instead","Code Style","EmptyMethodInAbstractClassShouldBeAbstract"
"143","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","180","UncommentedEmptyMethodBody: Document empty method body","Documentation","UncommentedEmptyMethodBody"
"144","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","180","UncommentedEmptyMethodBody: Document empty method body","Documentation","UncommentedEmptyMethodBody"
"145","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","183","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"146","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","183","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"147","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","184","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"148","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","184","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"149","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","1","187","EmptyMethodInAbstractClassShouldBeAbstract: An empty method in an abstract class should be abstract instead","Code Style","EmptyMethodInAbstractClassShouldBeAbstract"
"150","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","1","187","EmptyMethodInAbstractClassShouldBeAbstract: An empty method in an abstract class should be abstract instead","Code Style","EmptyMethodInAbstractClassShouldBeAbstract"
"151","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","187","UncommentedEmptyMethodBody: Document empty method body","Documentation","UncommentedEmptyMethodBody"
"152","com.google.android.agera","agera/src/main/java/com/google/android/agera/BaseObservable.java","3","187","UncommentedEmptyMethodBody: Document empty method body","Documentation","UncommentedEmptyMethodBody"
"153","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"154","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","3","1","CommentSize: Comment is too large: Too many lines","Documentation","CommentSize"
"155","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","4","23","GenericsNaming: Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"156","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","4","23","GenericsNaming: Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"157","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","4","23","GenericsNaming: Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
"158","com.google.android.agera","agera/src/main/java/com/google/android/agera/Binder.java","4","23","GenericsNaming: Generics names should be a one letter long and upper case.","Code Style","GenericsNaming"
